timestamp,merchant,amount,city,state,pred_category,category
01-07-2019 00:32,fraud_Parisian and Sons,54.34,East Canaan,CT,gas_transport,gas_transport
01-07-2019 00:32,"fraud_Wintheiser, Dietrich and Schimmel",8.53,Tulsa,OK,misc_pos,misc_pos
01-07-2019 00:32,fraud_Padberg-Welch,96.29,Notrees,TX,grocery_pos,grocery_pos
01-07-2019 00:32,fraud_Stoltenberg-Beatty,3.61,Eureka,IL,shopping_pos,shopping_pos
01-07-2019 00:32,fraud_Parisian and Sons,83.34,Methuen,MA,gas_transport,gas_transport
01-07-2019 00:32,fraud_Huel-Langworth,3.14,Moulton,IA,misc_net,misc_net
01-07-2019 00:33,fraud_O'Keefe-Hudson,40.5,Warren,MI,grocery_pos,grocery_pos
01-07-2019 00:33,fraud_Fisher Inc,35.37,Meredith,CO,shopping_net,shopping_net
01-07-2019 00:33,fraud_Prohaska-Murray,51.85,Holliday,TX,gas_transport,gas_transport
01-07-2019 00:33,fraud_McCullough LLC,153.23,Delhi,LA,misc_pos,misc_pos
01-07-2019 00:34,"fraud_Kutch, Hermiston and Farrell",121.02,Phil Campbell,AL,gas_transport,gas_transport
01-07-2019 00:34,fraud_Pouros-Conroy,145.52,Oaks,PA,shopping_pos,shopping_pos
01-07-2019 00:34,fraud_Bogisich Inc,107.36,Oak Hill,NY,grocery_pos,grocery_pos
01-07-2019 00:35,"fraud_Okuneva, Schneider and Rau",1.68,Oxford,MI,shopping_pos,shopping_pos
01-07-2019 00:37,fraud_Erdman-Kertzmann,78.19,Dallas,TX,gas_transport,gas_transport
01-07-2019 00:37,"fraud_Robel, Cummerata and Prosacco",36.22,Clayton,OK,gas_transport,gas_transport
01-07-2019 00:37,fraud_Friesen-Stamm,52.54,University,MS,gas_transport,gas_transport
01-07-2019 00:38,fraud_Koelpin and Sons,5.26,Minneapolis,MN,misc_net,misc_net
01-07-2019 00:38,fraud_Rodriguez Group,54.55,Esbon,KS,gas_transport,gas_transport
01-07-2019 00:39,fraud_Heller-Abshire,80.87,Lubbock,TX,grocery_net,grocery_net
01-07-2019 00:39,fraud_Corwin-Collins,77.51,Dunlevy,PA,gas_transport,gas_transport
01-07-2019 00:40,fraud_Dibbert and Sons,12.31,Marietta,SC,entertainment,entertainment
01-07-2019 00:40,fraud_Hills-Olson,22.85,Southfield,MI,grocery_net,grocery_net
01-07-2019 00:40,"fraud_Christiansen, Goyette and Schamberger",67.77,Orient,WA,gas_transport,gas_transport
01-07-2019 00:40,fraud_Cummings LLC,61.48,Muskegon,MI,gas_transport,gas_transport
01-07-2019 00:42,"fraud_Bahringer, Osinski and Block",34.94,West Long Branch,NJ,food_dining,food_dining
01-07-2019 00:42,fraud_Koepp-Witting,80.17,Hannawa Falls,NY,grocery_pos,grocery_pos
01-07-2019 00:43,fraud_Flatley-Durgan,265.35,Farmington,NY,misc_net,misc_net
01-07-2019 00:43,fraud_Hills-Olson,89.86,Phenix City,AL,grocery_net,grocery_net
01-07-2019 00:46,fraud_Conroy-Cruickshank,61.89,Armagh,PA,gas_transport,gas_transport
01-07-2019 00:46,fraud_Bogisich Inc,29.5,Jackson,MS,grocery_pos,grocery_pos
01-07-2019 00:47,fraud_Flatley-Durgan,4.13,Barnstable,MA,misc_net,misc_net
01-07-2019 00:47,fraud_Schamberger-O'Keefe,147.96,Cecilton,MD,grocery_pos,grocery_pos
01-07-2019 00:48,fraud_Koss and Sons,86.43,Elizabethtown,KY,gas_transport,gas_transport
01-07-2019 00:48,fraud_Strosin-Cruickshank,57.01,Heiskell,TN,grocery_pos,grocery_pos
01-07-2019 00:49,fraud_Flatley Group,5.5,Luray,MO,misc_pos,misc_pos
01-07-2019 00:49,"fraud_Moen, Reinger and Murphy",108.38,Norwalk,OH,grocery_pos,grocery_pos
01-07-2019 00:51,"fraud_Schaefer, Maggio and Daugherty",87.89,Ridgeland,MS,gas_transport,gas_transport
01-07-2019 00:51,fraud_Kuhic Inc,119.55,Hurley,SD,grocery_pos,grocery_pos
01-07-2019 00:52,"fraud_Labadie, Treutel and Bode",8.92,Union,WV,shopping_net,shopping_net
01-07-2019 00:53,"fraud_Tillman, Dickinson and Labadie",84.78,North Augusta,SC,gas_transport,gas_transport
01-07-2019 00:53,fraud_McDermott-Weimann,108.16,Delhi,LA,grocery_pos,grocery_pos
01-07-2019 00:53,fraud_Dach-Nader,58.57,Lowville,NY,misc_net,misc_net
01-07-2019 00:54,"fraud_Romaguera, Cruickshank and Greenholt",4.5,Santa Monica,CA,shopping_net,shopping_net
01-07-2019 00:54,fraud_Kunze Inc,122.68,Ashfield,MA,grocery_pos,grocery_pos
01-07-2019 00:55,fraud_Marks Inc,69.81,Coleharbor,ND,gas_transport,gas_transport
01-07-2019 00:56,"fraud_Stroman, Hudson and Erdman",65.29,Altair,TX,gas_transport,gas_transport
01-07-2019 00:56,"fraud_Bernier, Volkman and Hoeger",128.45,Boonton,NJ,misc_net,misc_net
01-07-2019 00:56,fraud_Kling-Grant,77.79,Cleveland,AL,grocery_net,grocery_net
01-07-2019 00:56,fraud_Lockman Ltd,101.29,Holliday,TX,grocery_pos,grocery_pos
01-07-2019 00:57,"fraud_Bins, Balistreri and Beatty",4.77,Honokaa,HI,shopping_pos,shopping_pos
01-07-2019 00:58,fraud_Hudson-Grady,509.99,Cascade Locks,OR,shopping_pos,shopping_pos
01-07-2019 00:58,"fraud_Eichmann, Bogan and Rodriguez",68.5,Monitor,WA,gas_transport,gas_transport
01-07-2019 00:58,fraud_Rutherford-Mertz,109.19,Monmouth Beach,NJ,grocery_pos,grocery_pos
01-07-2019 01:00,fraud_Murray-Smitham,81.74,New Waverly,TX,grocery_pos,grocery_pos
01-07-2019 01:00,fraud_Huels-Hahn,61.92,Christine,ND,gas_transport,gas_transport
01-07-2019 01:00,fraud_Conroy-Cruickshank,88.6,Lakeland,FL,gas_transport,gas_transport
01-07-2019 01:02,fraud_Simonis-Prohaska,5.61,Los Angeles,CA,misc_pos,misc_pos
01-07-2019 01:03,fraud_Heathcote LLC,1.53,Heislerville,NJ,shopping_net,shopping_net
01-07-2019 01:03,fraud_Boyer PLC,282.57,Port Saint Lucie,FL,misc_pos,misc_pos
01-07-2019 01:03,fraud_Barton Inc,105.94,Sunflower,MS,grocery_pos,grocery_pos
01-07-2019 01:04,fraud_Hermann and Sons,328.23,Mesa,ID,shopping_pos,shopping_pos
01-07-2019 01:05,fraud_Donnelly PLC,327.33,Henderson,WV,misc_net,misc_net
01-07-2019 01:05,"fraud_Raynor, Reinger and Hagenes",84.92,Saint Petersburg,FL,gas_transport,gas_transport
01-07-2019 01:05,"fraud_Connelly, Reichert and Fritsch",50.44,Westerville,NE,gas_transport,gas_transport
01-07-2019 01:06,"fraud_Tillman, Fritsch and Schmitt",1.26,Lanark Village,FL,misc_net,misc_net
01-07-2019 01:07,fraud_Nienow PLC,2.28,Vienna,GA,entertainment,entertainment
01-07-2019 01:07,fraud_Koepp-Witting,90.02,Hurley,SD,grocery_pos,grocery_pos
01-07-2019 01:07,"fraud_Reilly, Heaney and Cole",103.83,Greenbush,VA,gas_transport,gas_transport
01-07-2019 01:07,"fraud_Greenfelder, Bartoletti and Davis",86.9,Sebring,FL,misc_net,misc_net
01-07-2019 01:08,"fraud_Lind, Huel and McClure",81.98,Hurley,SD,gas_transport,gas_transport
01-07-2019 01:08,fraud_Schamberger-O'Keefe,195.95,Bauxite,AR,grocery_pos,grocery_pos
01-07-2019 01:08,fraud_Kutch Group,44.2,Rock Springs,WY,grocery_net,grocery_net
01-07-2019 01:09,"fraud_Lockman, West and Runte",114.49,Arcadia,MI,grocery_pos,grocery_pos
01-07-2019 01:09,fraud_Deckow-O'Conner,106.82,Nazareth,TX,grocery_pos,grocery_pos
01-07-2019 01:09,fraud_Kuvalis Ltd,78.75,Highland,IN,gas_transport,gas_transport
01-07-2019 01:11,fraud_Hackett-Lueilwitz,226.4,Baton Rouge,LA,grocery_pos,grocery_pos
01-07-2019 01:11,"fraud_Quitzon, Green and Bashirian",8.38,Mooresville,NC,shopping_pos,shopping_pos
01-07-2019 01:11,fraud_Kilback LLC,41.83,Crownpoint,NM,grocery_pos,grocery_pos
01-07-2019 01:11,fraud_Block-Parisian,13.65,Llano,NM,misc_net,misc_net
01-07-2019 01:12,fraud_Flatley-Durgan,2.81,Munith,MI,misc_net,misc_net
01-07-2019 01:12,fraud_Corwin-Collins,47.4,Clifton,SC,gas_transport,gas_transport
01-07-2019 01:13,fraud_Padberg-Welch,80.84,Elkhart,IA,grocery_pos,grocery_pos
01-07-2019 01:13,"fraud_Turner, Ruecker and Parisian",4.81,Diamond,OH,misc_pos,misc_pos
01-07-2019 01:14,fraud_Bartoletti-Wunsch,77.26,Stephensport,KY,gas_transport,gas_transport
01-07-2019 01:14,"fraud_Zboncak, Rowe and Murazik",100.08,Manderson,SD,shopping_net,shopping_net
01-07-2019 01:14,fraud_Kuphal-Predovic,13.79,Ratcliff,TX,misc_net,misc_net
01-07-2019 01:14,fraud_Runolfsson and Sons,78.67,Eugene,OR,grocery_net,grocery_net
01-07-2019 01:15,"fraud_Schaefer, McGlynn and Bosco",80.63,Newhall,CA,gas_transport,gas_transport
01-07-2019 01:15,fraud_Emard Inc,70.62,Benton,WI,gas_transport,gas_transport
01-07-2019 01:15,fraud_Kuhic Inc,115.95,Lahoma,OK,grocery_pos,grocery_pos
01-07-2019 01:15,"fraud_Swaniawski, Bahringer and Ledner",52.74,Joliet,IL,grocery_net,grocery_net
01-07-2019 01:16,fraud_Spencer-Runolfsson,87.56,Meredith,CO,misc_pos,misc_pos
01-07-2019 01:16,"fraud_Yost, Block and Koepp",35.75,Beaverdam,OH,misc_pos,misc_pos
01-07-2019 01:16,fraud_Friesen-D'Amore,97.2,Independence,MO,gas_transport,gas_transport
01-07-2019 01:17,fraud_Zemlak Group,2.7,Greenwich,NJ,misc_net,misc_net
01-07-2019 01:17,"fraud_Bins, Balistreri and Beatty",8.15,Utica,KS,shopping_pos,shopping_pos
01-07-2019 01:17,fraud_Berge LLC,85.88,Cochranton,PA,gas_transport,gas_transport
01-07-2019 01:19,"fraud_Raynor, Reinger and Hagenes",57.42,San Diego,CA,gas_transport,gas_transport
01-07-2019 01:19,"fraud_Nitzsche, Kessler and Wolff",9.66,Camden,NY,shopping_pos,shopping_pos
01-07-2019 01:20,"fraud_Jenkins, Hauck and Friesen",44.9,Greenbush,VA,gas_transport,gas_transport
01-07-2019 01:21,fraud_Denesik and Sons,3.55,Harmony,PA,shopping_pos,shopping_pos
01-07-2019 01:22,fraud_Cole PLC,150.83,Monetta,SC,grocery_pos,grocery_pos
01-07-2019 01:22,"fraud_Adams, Kovacek and Kuhlman",32.69,Crownpoint,NM,grocery_net,grocery_net
01-07-2019 01:24,fraud_Wolf Inc,128.63,Cressona,PA,grocery_pos,grocery_pos
01-07-2019 01:25,fraud_Terry-Huel,85.45,Collettsville,NC,shopping_net,shopping_net
01-07-2019 01:25,"fraud_Connelly, Reichert and Fritsch",76.2,Tomahawk,WI,gas_transport,gas_transport
01-07-2019 01:26,fraud_Hudson-Ratke,85.35,Nobleboro,ME,grocery_pos,grocery_pos
01-07-2019 01:27,fraud_Conroy-Cruickshank,52.74,Newton,NH,gas_transport,gas_transport
01-07-2019 01:27,"fraud_Streich, Hansen and Veum",76.28,Kensington,MD,gas_transport,gas_transport
01-07-2019 01:27,fraud_Kling Inc,49.55,Bagley,WI,gas_transport,gas_transport
01-07-2019 01:28,fraud_Hudson-Ratke,201.36,Manistique,MI,grocery_pos,grocery_pos
01-07-2019 01:28,"fraud_Greenfelder, Bartoletti and Davis",55.93,Garrattsville,NY,misc_net,misc_net
01-07-2019 01:28,"fraud_Zieme, Bode and Dooley",77.83,Norman,AR,gas_transport,gas_transport
01-07-2019 01:29,fraud_Bartoletti-Wunsch,75.37,Bessemer,AL,gas_transport,gas_transport
01-07-2019 01:29,fraud_Kling Inc,66.18,West Hartford,VT,gas_transport,gas_transport
01-07-2019 01:29,fraud_Herman Inc,22.61,Pewee Valley,KY,misc_pos,misc_pos
01-07-2019 01:30,fraud_Schuppe LLC,31.26,San Diego,CA,entertainment,entertainment
01-07-2019 01:31,fraud_Padberg-Welch,128.96,East Andover,ME,grocery_pos,grocery_pos
01-07-2019 01:32,fraud_Morissette PLC,9.27,Kirby,OH,shopping_pos,shopping_pos
01-07-2019 01:32,"fraud_Tillman, Dickinson and Labadie",72.42,Iselin,NJ,gas_transport,gas_transport
01-07-2019 01:32,fraud_Dach-Nader,100.78,Grandview,TX,misc_net,misc_net
01-07-2019 01:33,fraud_Schmeler Inc,219.4,Goodrich,MI,misc_pos,misc_pos
01-07-2019 01:33,fraud_Torphy-Goyette,85.66,Tyaskin,MD,shopping_pos,shopping_pos
01-07-2019 01:33,fraud_Conroy-Cruickshank,42.87,Cardwell,MO,gas_transport,gas_transport
01-07-2019 01:33,fraud_Bruen-Yost,6.33,Minnesota Lake,MN,misc_pos,misc_pos
01-07-2019 01:33,"fraud_Zboncak, Rowe and Murazik",4.33,Mansfield,OH,shopping_net,shopping_net
01-07-2019 01:33,"fraud_Bahringer, Schoen and Corkery",316.17,Luzerne,MI,shopping_pos,shopping_pos
01-07-2019 01:34,"fraud_Schaefer, Maggio and Daugherty",57.72,Darien,GA,gas_transport,gas_transport
01-07-2019 01:34,"fraud_Bahringer, Osinski and Block",94.82,Santa Monica,CA,food_dining,food_dining
01-07-2019 01:35,fraud_Lockman Ltd,30.36,Belgrade,MT,grocery_pos,grocery_pos
01-07-2019 01:35,fraud_Prohaska-Murray,43.64,Freedom,WY,gas_transport,gas_transport
01-07-2019 01:35,fraud_Deckow-O'Conner,103.28,Harborcreek,PA,grocery_pos,grocery_pos
01-07-2019 01:36,"fraud_Herman, Treutel and Dickens",40.52,West Sayville,NY,misc_net,misc_net
01-07-2019 01:36,"fraud_Greenholt, Jacobi and Gleason",62.89,Westport,KY,gas_transport,gas_transport
01-07-2019 01:36,fraud_Stamm-Rodriguez,31.57,Williams,IN,misc_pos,misc_pos
01-07-2019 01:37,fraud_Kling-Ernser,45.87,Gibsonville,NC,entertainment,entertainment
01-07-2019 01:37,fraud_Miller-Harris,93.74,Mc Cracken,KS,misc_net,misc_net
01-07-2019 01:38,fraud_Schmitt Ltd,108.71,Kings Bay,GA,misc_net,misc_net
01-07-2019 01:39,fraud_Funk Group,47.45,Walnut Ridge,AR,grocery_net,grocery_net
01-07-2019 01:39,fraud_Corwin-Collins,58.38,Fields Landing,CA,gas_transport,gas_transport
01-07-2019 01:41,fraud_Kuphal-Bartoletti,6.32,Comfrey,MN,misc_net,misc_net
01-07-2019 01:41,"fraud_Labadie, Treutel and Bode",47.75,Paulding,OH,shopping_net,shopping_net
01-07-2019 01:41,fraud_Conroy-Cruickshank,52.43,Cochranton,PA,gas_transport,gas_transport
01-07-2019 01:42,fraud_Pfeffer LLC,71.37,Lake Oswego,OR,grocery_net,grocery_net
01-07-2019 01:42,"fraud_Hermiston, Russel and Price",20.1,West Palm Beach,FL,food_dining,food_dining
01-07-2019 01:43,fraud_Brown PLC,50.74,Oran,IA,misc_net,misc_net
01-07-2019 01:43,fraud_Koss and Sons,47.94,Andrews,IN,gas_transport,gas_transport
01-07-2019 01:43,fraud_Pfeffer LLC,8.55,San Antonio,TX,grocery_net,grocery_net
01-07-2019 01:44,fraud_O'Keefe-Hudson,88.38,Hawley,MN,grocery_pos,grocery_pos
01-07-2019 01:44,"fraud_Little, Gutmann and Lynch",8.3,Port Gibson,NY,shopping_net,shopping_net
01-07-2019 01:44,"fraud_Rohan, White and Aufderhar",1.39,Saint James City,FL,misc_net,misc_net
01-07-2019 01:45,fraud_Kutch LLC,47.75,Nokomis,IL,gas_transport,gas_transport
01-07-2019 01:45,"fraud_Eichmann, Bogan and Rodriguez",58.85,Belmond,IA,gas_transport,gas_transport
01-07-2019 01:45,fraud_Pfeffer and Sons,4.28,East Rochester,NY,shopping_pos,shopping_pos
01-07-2019 01:46,"fraud_Tromp, Kerluke and Glover",24.75,Lake Oswego,OR,grocery_net,grocery_net
01-07-2019 01:46,fraud_Heller-Langosh,79.77,Heidelberg,MS,gas_transport,gas_transport
01-07-2019 01:46,fraud_Donnelly PLC,56.09,Spearsville,LA,misc_net,misc_net
01-07-2019 01:47,fraud_Morar Inc,43.83,Harrodsburg,IN,grocery_net,grocery_net
01-07-2019 01:49,"fraud_Mosciski, Gislason and Mertz",121.04,Egan,LA,grocery_pos,grocery_pos
01-07-2019 01:50,"fraud_Kovacek, Dibbert and Ondricka",211.04,Jay,FL,grocery_pos,grocery_pos
01-07-2019 01:51,fraud_Mohr-Bayer,17.88,Rhame,ND,shopping_net,shopping_net
01-07-2019 01:51,fraud_Kling Inc,38.91,Titusville,FL,gas_transport,gas_transport
01-07-2019 01:53,fraud_Buckridge PLC,26.64,Carroll,NE,misc_pos,misc_pos
01-07-2019 01:54,fraud_Kemmer-Buckridge,6.65,Lowell,OR,misc_pos,misc_pos
01-07-2019 01:54,"fraud_Zboncak, Rowe and Murazik",4.76,Corriganville,MD,shopping_net,shopping_net
01-07-2019 01:54,"fraud_Stokes, Christiansen and Sipes",49.67,Mayersville,MS,grocery_net,grocery_net
01-07-2019 01:54,fraud_Cummerata-Jones,39.77,Arcadia,MI,gas_transport,gas_transport
01-07-2019 01:55,fraud_Conroy-Cruickshank,61.66,Greenview,CA,gas_transport,gas_transport
01-07-2019 01:56,fraud_Parisian and Sons,55.07,Issaquah,WA,gas_transport,gas_transport
01-07-2019 01:56,fraud_Mraz-Herzog,70.12,North Washington,PA,gas_transport,gas_transport
01-07-2019 01:56,"fraud_Reichert, Shanahan and Hayes",736.82,Dunlevy,PA,shopping_net,shopping_net
01-07-2019 01:56,fraud_Terry-Huel,6.63,Schaumburg,IL,shopping_net,shopping_net
01-07-2019 01:57,fraud_Ankunding LLC,3.52,Parsonsfield,ME,shopping_net,shopping_net
01-07-2019 01:57,fraud_Jast-McDermott,129.7,Shippingport,PA,shopping_pos,shopping_pos
01-07-2019 01:58,fraud_Hermann and Sons,5.06,Stillwater,OK,shopping_pos,shopping_pos
01-07-2019 01:58,fraud_Bartoletti-Wunsch,73.73,Unionville,MO,gas_transport,gas_transport
01-07-2019 01:58,fraud_Spinka Inc,75.4,Phoenix,AZ,grocery_net,grocery_net
01-07-2019 01:58,fraud_Gutmann Ltd,61.92,Lonsdale,MN,grocery_net,grocery_net
01-07-2019 01:59,fraud_Ortiz Group,48.43,Muskegon,MI,grocery_net,grocery_net
01-07-2019 01:59,fraud_Erdman-Kertzmann,72.15,Norwalk,CA,gas_transport,gas_transport
01-07-2019 02:00,fraud_Hickle Group,120.62,Atlantic,VA,shopping_pos,shopping_pos
01-07-2019 02:00,"fraud_Yost, Block and Koepp",1.43,Blairsden-Graeagle,CA,misc_pos,misc_pos
01-07-2019 02:00,fraud_Corwin-Gorczany,6.79,Lanark Village,FL,misc_net,misc_net
01-07-2019 02:01,fraud_Kiehn-Emmerich,226.41,Ronceverte,WV,grocery_pos,grocery_pos
01-07-2019 02:01,fraud_Gislason Group,8.6,Prairie Hill,TX,misc_pos,misc_pos
01-07-2019 02:01,fraud_Cartwright-Harris,141.15,Sturgis,MS,grocery_pos,grocery_pos
01-07-2019 02:02,fraud_Torp-Labadie,63.13,Nelson,NE,gas_transport,gas_transport
01-07-2019 02:02,"fraud_Kerluke, Considine and Macejkovic",165.73,Harrodsburg,IN,misc_net,misc_net
01-07-2019 02:02,fraud_Prohaska-Murray,60.76,Jordanville,NY,gas_transport,gas_transport
01-07-2019 02:02,fraud_O'Keefe-Hudson,142.46,Emporium,PA,grocery_pos,grocery_pos
01-07-2019 02:02,fraud_Hudson-Ratke,85.23,Kenner,LA,grocery_pos,grocery_pos
01-07-2019 02:03,fraud_Kling Inc,60.36,Hedley,TX,gas_transport,gas_transport
01-07-2019 02:03,"fraud_Schumm, Bauch and Ondricka",119.63,Comfrey,MN,grocery_pos,grocery_pos
01-07-2019 02:04,"fraud_Raynor, Reinger and Hagenes",57.11,Cord,AR,gas_transport,gas_transport
01-07-2019 02:06,fraud_Bauch-Raynor,108.5,Shippingport,PA,grocery_pos,grocery_pos
